ID,TARGET,TEXT,STANCE
2526,深圳禁摩限电,【深圳“禁摩限电”: 一禁天下宁，一限烦恼少？】城市交通压力，问题症结主要有：专门的车道不足，摩托车、电动车没有统一标准，政府很难管控。交通管理部门一看车道不多、标准落后，抓手没有，就一禁了事，不能禁也要限，尽量做到“眼不见心不烦”。这是一种典型的懒政思维。http://t.cn/Rq5zSZ2,AGAINST
2527,深圳禁摩限电,禁的不是电瓶车是电摩，即最高车速超过20km/h、整车质量超过40kg、电动机额定连续输出功率超过240w或者蓄电池标称电压大于48v的电驱动两轮车辆都属于超标范畴。电摩是危险，最好正规点考驾照和上...—「深圳查扣电动三轮拘留1人奖500 上千快递员辞职」 http://t.cn/RqAod0i,NONE
2528,深圳禁摩限电,#深圳禁摩限电#小老百姓买不起汽车，买汽车你又限号，你们准卖不准用，是个什么道理，政府执行这些政策都没有问过市民意见，一刀切不顾百姓死活，专制的政府就是牛逼，惹不起,AGAINST
2529,深圳禁摩限电,#深圳禁摩限电#这个号称内地最自由及法治的城市发生这种事情，确实令不少人失望。昨天下午出去走走，就在路口一辆电动车上面载着三个中学生闯红灯过去了，所以禁摩限电这事难以让人不理解的是该禁的没禁该限的没限，也许存在有些人交了保护费，所以你们不抓他，应该出台更好的政策更健全的管理方式才对,AGAINST
2530,深圳禁摩限电,#深圳“禁摩限电”# 4月11日晚，@深圳宝安交警 新安中队在灵芝地铁站出口开展禁摩限电行动，严查非法营运电动电动车。10人因涉嫌聚众扰乱社会秩序被依法拘留。,NONE
2531,深圳禁摩限电,【深圳禁摩限电首曰拘留两百多人】"为什么要骑电动车呢？因为你穷而且弱小，为什么要抓骑电动车的市民呢？因为你又穷又弱小。不用听证、不用论证……“L秒拍视频 很难想像，以如此人力物力暴力，仅是对付我们身边坐电单车上班的兄弟姐妹，被拘者多为买不起小车的社会底层，深圳你想干什么？,AGAINST
2532,深圳禁摩限电,#深圳禁摩限电# 这个难道不是应该去假打违规电动车三轮车的处罚力度什么的吗…为什么要因为这些违规的去让所有电动车都背锅一刀切？,AGAINST
2533,深圳禁摩限电,#深圳“禁摩限电”# 目前，@坪山交警 正在行动，组织警力在各个复杂路段严查摩托车和电动自行车交通违法。,FAVOR
2534,深圳禁摩限电,#老谈说事# 【人民日报评论 深圳禁摩限电】近日，深圳“禁摩限电”整治行动引发热议。有人对此义愤填膺，有人却拍手称快。争论归根结底，是如何兼顾城市交通安全与市民需求、快递员生计的问题。治理摩托车和电动车是“民生”，一禁了之同样损害 “民生”。治理并非简单的“是非题”，考虑“怎么管”更,NONE
2535,深圳禁摩限电,我同意网友们的提议，要禁摩禁电，先让公务员们放下公车，体验一下普通人上下班，再来制订政策。,AGAINST
2536,深圳禁摩限电,用纳税人的钱激励不便于纳税人的事，这逻辑有点乱，我要好好捋一捋,AGAINST
2537,深圳禁摩限电,@深圳交警 是要查电摩了吗 赶紧来龙华新区人民路好好整治一下 交通状况简直了,FAVOR
2538,深圳禁摩限电,从深圳禁电禁摩看，公权是多么猖狂，真不把下层百姓放在眼里。,AGAINST
2539,深圳禁摩限电,#发展公共交通#  =--还记得深圳“禁摩限电”没过多久--- 济南轨交最新规划出炉：M2线将北跨黄河 M3线部分改走高架 http://t.cn/RqJqrkM,NONE
2540,深圳禁摩限电,支持交警叔叔，电动车真的要打击，现在每天上下班，地铁站门口跟路上都是被电动车给霸占了，人行道电动车乱开，真的很危险,FAVOR
2541,深圳禁摩限电,请问我开小电摩从深圳到广州的话，要带多少个充电宝,NONE
2542,深圳禁摩限电,“禁摩限电”行动为什么会引起广泛争议？因为它伤害了社会弱势群体的利益，伤害了那些靠辛勤劳作养家糊口的人！,AGAINST
2543,深圳禁摩限电,深圳采用雷霆手段禁摩禁电，行业和两轮消费者反应剧烈，担心全国效仿成灾。为此我已经在微博上泡了几天看大家的评论和关注。两轮车要不要在中国长期存在下去？好处自然很多，唯一的担心是交通安全。为此把10年来电动车替代自行车摩托车所发生的真实伤亡数据列表，电动车从2004年的“很少”到2013年的“很多”（约1·8亿），两轮车群体总的交通伤亡是大幅下降的。大家看看吧,AGAINST
2544,深圳禁摩限电,#深圳“禁摩限电”# 今天下午，@深圳宝安交警 组织警力，对在地铁出入口聚众拉客的电动自行车和摩托车进行严查！,NONE
2545,深圳禁摩限电,就你这智商，请问你现在是干嘛的//@用户5881606373:深圳的领导不会是猪头，250吧//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,FAVOR
2546,深圳禁摩限电,禁摩限电这个事做的真是够了。政府没能有效控制违规行为就限制人们的使用，既然不能骑，当初干嘛还要卖？干脆政府出资回收统一销毁咯,AGAINST
2547,深圳禁摩限电,【禁摩限电：国家权力“内卷化”之弊 - FT中文网】从3月21日开始，深圳交警实施“禁摩限电”专项集中整治活动，在街头巷尾对摩的、电动车围追堵截。根据其发布的消息，截止3月3...（分享自 @FT中文网） http://t.cn/Rq4oQ6N,AGAINST
2548,深圳禁摩限电,#部分路段禁电动二轮车# 禁摩限电，呵呵，这是要断了底层人民的腿啊！送快递，送外卖，没钱买车的买摩托车送孩子上下学都不行了…呵呵，政府真牛！政府官员不为人民服务要他们做什么？我只想说：gov，呵呵 |洛阳·大学...,AGAINST
2549,深圳禁摩限电,#深圳禁摩限电#我跟你讨论为什么剥夺普通人使用电单车的权利，你却跟我谈有的企业能对这件事做得很好。就像 无论你怎么学习都很渣，偏偏有个人告诉你别人都能上清华，你为什么不行，你他妈的为什么不行。 |上海,AGAINST
2550,深圳禁摩限电,ect雷电电摩治疗仪全球招商！深圳康馨科技公司,
2551,深圳禁摩限电,讲真，现在所谓的新媒体素质真他妈低(此处必用脏话)。报道简直和扯淡的一样。从@环球时报 @人民日报 @Vista看天下 都一个样。来看看，春晚够烂的，人民日报连续两周天天点赞。说要拆围墙的时候，呵呵人民日报的劲去哪了？到了深圳禁摩限电一个个逮着机会了带领着中国网民们煽风点火。,FAVOR
2552,深圳禁摩限电,在网易博客日志《深圳禁摩限电，比亚迪有罪推定》中发布了评论“念佛成佛离苦忧， 阿弥陀佛能保佑。 口念默念皆得救， 寿终往...” http://t.cn/Rqxqsxc,NONE
2553,深圳禁摩限电,【禁摩限电没有说出的半句话：把穷人从城市里清理出去 - 产业人网】封杀电动车，原因不是电动车已经成为城市交通的毒瘤，而是城市规划和交通治理的失败需要一个替罪羔羊，电动车就是这只被拎出的羊。这只羊之所以会任人宰割，究其根本，是因为羊的主人和羊一样的孱弱。 http://t.cn/Rqqy5dl,AGAINST
2554,深圳禁摩限电,腾讯微博，你天天删也不嫌累，分享别家的微博你也删，就你的微博姓党？别家的微博姓民？就你特别，你不如把微博关掉，你们的做法就像深圳的禁摩限电，留下了光辉的历史。,AGAINST
2555,深圳禁摩限电,谢谢一切支持深圳禁摩限电的理性朋友,FAVOR
2556,深圳禁摩限电,我是支持深圳禁摩限电的，载客的摩的横冲直闯，亲眼见过几次事故，最开始我看抓的都是载客的，可能后来政府有奖励，交警开始抓快递了，不知道其中快递比例有多少，刚刚出门看到快递仍然在电动车送件，政府不应该一刀切，载客的这部分才应该是重点整治的对象,FAVOR
2557,深圳禁摩限电,#深圳禁摩限电#多么希冀@恩平论坛 也出这样的利民政策啊。 |恩平·恩城...,FAVOR
2558,深圳禁摩限电,你骑电动摩托车可以，但是请你遵守交通规则，不该你走的时候，请你不要闯红灯，妨碍正常行驶以及过马路的人。 #锵锵三人行# 完整版：深圳“禁摩限电”一两句话说不清 |完整版：深...,FAVOR
2559,深圳禁摩限电,#深圳“禁摩限电”#今天上午，@深圳龙岗交警 组织警力，对驾驶摩托车和电动自行车在地铁站附近兜客的进行严查！也欢迎网友向交警部门举报！,FAVOR
2560,深圳禁摩限电,#深圳禁摩限电#质问交警，谁让你们这样做的，谁给你们的权力，在你们这样做之前，你问人民群众了吗？人民群众同意了吗？ |深圳·美丽3...,AGAINST
2561,深圳禁摩限电,看到知乎有人讨论深圳禁摩限电，想起大学的时候在课堂上讨论过这个问题。当时老师让人站队，然后问反方的朋友，为什么要反对禁摩？我当时是懵逼的。把我东西抢走了还问为啥要不能抢呢，在你国生存还得琢磨这些问题真的很累啊。,AGAINST
2562,深圳禁摩限电,限电是为了安全，南京这样的场景比比皆是，更有甚者在脚踏板上放个板凳让小孩子坐，看着都揪心。不能为了方便而忽视安全，不能因为条件差而放松对安全的要求。希望南京也能对电动车严格地管理起来。,FAVOR
2563,深圳禁摩限电,这些图应该很有纪念意义。2016年，深圳禁摩限电运动，在深圳南头立交桥下的“电单车坟场”。百姓的财产真心不是钱啊！ http://t.cn/RqJ9jXh,AGAINST
2564,深圳禁摩限电,#深圳禁摩限电#深圳的政策没有多大的问题，限电是规范化管理，减少数量，并非全部淘汰，引来的批评声，只是在关注某批特定人群，没有从深圳全局来考虑，真要讨论，深圳也不是牺牲品，而是全国，禁摩是否对的？在公交地铁发达的城市，禁摩应该是要实施的,FAVOR
2565,深圳禁摩限电,主题执法日迟迟不来，笋岗片区多了好几部崭新的三轮。,FAVOR
2566,深圳禁摩限电,近段沙井禁摩抓车厉害，以至上班途中电摩越来越少，师傅们也提心吊胆。对于我这上班以此为主要交通工具的童鞋，实是一大困扰。蜀黍，高抬贵手啊。。@深圳交警,
2567,深圳禁摩限电,深圳交警处理“交通乱象”有理有节，社会需要规矩，支持。 ,FAVOR
2568,深圳禁摩限电,从长远看，深圳禁摩限电也许没有错。但短时间内一棍子打死，未免太绝情了！,AGAINST
2569,深圳禁摩限电,因为有不守交规的摩的司机出过事故，所以一刀切全都不准骑摩托，就是这么简单粗暴，不给人民商量余地，你只有接受『媒体:深圳禁摩限电有法律依据吗_手机新浪网』http://t.cn/RqLdlag,AGAINST
2570,深圳禁摩限电,管理城市和国家的人，在没有解决市民需要的前提下，没有规划的打压。就是粗暴野蛮。#凤凰视频客户端视频推荐#04.07 深圳“禁摩限电”引发社会舆论关注|2016-04-07... (分享自@凤凰视频客户端),AGAINST
2571,深圳禁摩限电,然并卵青岛禁摩多少年了，路上依然挺多,NONE
2572,深圳禁摩限电,深圳“禁摩限电”和“外地车限行范围”是不是在为实体经济做准备？：想到这三个八竿子打不着的话题，但是脑子以抽搐就感觉好像冥冥之中有点关系在呼唤着我。 深圳的禁摩限电是雷声大雨点也大,NONE
2573,深圳禁摩限电,愚见为深圳禁摩限电说句话作者丨于建嵘独家稿件，转载请注明来源深圳自开展最严厉的禁摩限电以来，短短10天，就查扣了17975辆电动车，拘留874人... http://t.cn/Rq4RLK9,NONE
2574,深圳禁摩限电,分享自朱达志《是时候给电动车制定国家标准了》 -  是时候给电动车制定国家标准了 朱达志 发生在深圳的“史上最严厉‘禁摩限电’整治行动”，在全国范围内引起轩然大波；严重依赖... (来自 @头条博客)  |是时候给电...,NONE
2575,深圳禁摩限电,“禁摩限电”其实都是治标不治本！我来给君上支个终极大招：限制年收入12万元以下公民出行！（北上广等大城市可酌情提高标准）------理由如下：,AGAINST
2576,深圳禁摩限电,穷人出行的权力都没有了。深圳禁摩有感。,AGAINST
2577,深圳禁摩限电,请问深圳，如果每一部电摩有一张选票，你们敢禁摩么？请问某组织，如果每一个网民有一张选票，你们敢禁网么？,AGAINST
2578,深圳禁摩限电,#深圳禁摩限电# 怎么说呢，交警做得对，但有没有非常完善的措施代替电动车摩托车,FAVOR
2579,深圳禁摩限电,深圳禁摩限电，要多些对情与法的平衡，比如给快递业些喘息空间，在平衡现实中拿捏善治力道。 深圳“禁摩限电”专项集中整治行动激起的舆论波澜，仍在扩散。无论是媒体报道的“10天查扣1.7万辆拘留874人”“... |深圳禁摩限...,NONE
2580,深圳禁摩限电,#深圳禁摩限电#我就想知道让底层的老白姓怎么过？难道深圳市民都能买的起 汽车和车位？ |郑州·凯旋...,AGAINST
2581,深圳禁摩限电,【深圳禁摩限电; 餐饮外卖配送只能使用自行车】一些地方也开始禁了，如北京广州，厦门岛内也将禁止。 http://t.cn/RqbDr9t,NONE
2582,深圳禁摩限电,#深圳法治通城#4月18日，@深圳龙岗交警 布吉中队联合大队铁骑队，在长龙路、吉政路、百鸽路、西环路、粤宝路、八约一街、荣华路、布吉老街等重点路段进行严查，查处违停189宗，路口红绿灯情况巡查32次，停车场监管系统预警信息排查2条，针对傍晚东站拉客现象多，组织禁摩限电专项整治行动，查扣摩托铁,FAVOR
2583,深圳禁摩限电,#深圳禁摩限电#什么时候长春也能实行啊，本来就狭窄的车道到处都是逆行的电动车，他们就仗着“反正你也不敢撞我”这种强盗一样的思想到处横冲直撞，机动车才是被欺负的一方，被挤得走走停停，整治的好，你穷不是理由。,FAVOR
2584,深圳禁摩限电,深圳一旦挂以安全之名，可以秒杀所有电摩与三轮，事实上电摩与三轮的安全事故又有多少呢？与汽车比，与其它交通工具比，把人口基数算进去，真的很多吗？？所谓专家、执法者，让你换个饭碗，改用以上工具谋生，你当作何想呢？？本人10年前就从骑自行车，电动自行车开始，所以感同此心。,AGAINST
2585,深圳禁摩限电,警车无牌照，临时牌照上路很多，凡是路过看见的群众都骂警察无耻，看见很多次。永远挂着临时牌照的警车，深圳警察形象很差很差啊，悲哀啊，本应一身正气，却乌烟瘴气。局长跳楼的太多啦，是不是和腐败有关。,AGAINST
2586,深圳禁摩限电,深圳禁摩限电力度不小，有人在问如何兼顾出行方便？初听，还真是个问题。细想，觉得是个假问题。禁摩限电是针对违法违规行为，如禁止无证驾驶摩托车等。出行方便是建立在违法之上，那要法律干嘛呀。,FAVOR
2587,深圳禁摩限电,这都是政府管理缺失、标准制定滞后造成的，但损失却落到了广大低收入群众手中。深圳出了这样的政令，这又是政府管理的失误。//【深圳禁摩限电何以变成“疯狂抓车抓人”】 http://t.cn/Rqyb9cl,AGAINST
2588,深圳禁摩限电,多地开始“禁摩限电”，太原还远吗？城市电动车治理一直是个难题，一方面，电动车因其灵巧便捷成为人们生活中重要交通工具，另一方面，由于电动车超标车多，安全防护性差，涉电动车交通事故在所有交通事故中占较大比重。你赞成“禁摩限电”吗？http://t.cn/RqIe1Ab,NONE
2589,深圳禁摩限电,#深圳禁摩限电# 还是有很多摩托车,FAVOR
2590,深圳禁摩限电,深圳是在下逐客令吗？禁摩、禁电！好吧！摆摊不让摆，物价又那么贵！现在又关外限行！搞得出不了门了！没法活了这！,AGAINST
2591,深圳禁摩限电,电摩被深圳警方限制，很好，我举双手赞成。深圳警方在没收电摩时，可以跟随一辆电摩自动粉碎机，所有电摩被放进去后，这头进去，那边出来的就是颗粒状物质，此物质大小均匀，油光发亮，直接洒进麦田，可让庄稼长势良好。此举，既拓宽了城市道路，又肥沃了麦田，利国利民的好事呀，深圳警方蛮拼的，点赞,NONE
2592,深圳禁摩限电,我就是觉得骑车的人地位比路人高.不服来撞我啊.凭什么我要让你啊.骑车人的命不是命啊.路不好好走.那么宽的校道偏要堵住.不长耳朵不长眼.带着耳机低头看手机.蹭你挨你一下都是轻的.开电摩的话早撞死你了.抄送@深大淘课 @深大新生 @荔园安保 @深大微波炉 @深圳大学学生会权益部,NONE
2593,深圳禁摩限电,上传了6张照片到“微相册”。深圳康馨科技公司与深圳市卫计委继续教育中心联合开展雷电电摩ECT疗法培训，并受国家中医药管理局委托在深圳试点推广！ http://t.cn/Rwducxw,
2594,深圳禁摩限电,#深圳禁摩限电#我也觉得应该禁，在公交车发达的大城市，禁摩没什么不好的。深圳公交车那么发达，而且每隔几百米就有绿色环保自行车免费骑。那些叫苦的人就想方便加偷懒吧。,FAVOR
2595,深圳禁摩限电,总体看，深圳这一做法，法律依据不足，对社会造成的负面影响很大。如果说城市交通拥堵，深圳恐怕不能跟北京、上海等城市相比。这些城市都没有是实行禁止政策。政府出台此项政策要更多地站在老百姓的角度，换位思考。普通群众没有能力去购买小汽车。如果都买，更堵 ,AGAINST
2596,深圳禁摩限电,鲁迅先生曾经说过：我向来不惮以最坏的恶意来揣测中国人（大意）。于是我也揣测那些强势“禁摩限电”、“禁摩禁电”的人民饲政府：莫非因为“加强管理”并不能给现任政府带来任何有效的政绩，更不能给交管部门带来现实的利益，所以就一禁了之？受了当年“洁尔阴”广告的启发：难言之隐，一洗了之？,AGAINST
2597,深圳禁摩限电,#深圳禁摩限电#搞不懂，又不是每个人都能买得起车，一刀切看看最后你怎么收场,AGAINST
2598,深圳禁摩限电,上海的限价式车牌拍卖、外临牌禁行、日渐严格的外地人子女入学条件，深圳的房价、限购升级、外牌限行外扩、摩的电摩限制，大家都快马加鞭向北京看齐，中国只有一种城市模式，那就是帝都。,AGAINST
2599,深圳禁摩限电,摩托车电动车在路上跑确实很不安全，机动车直行他们我的直行，机动车待转他们也待转，这样算是好的，有的根本不等红绿灯还拿他没办法，如果有什么事还是机动车和非机动车发生的事故，机动车全责，而大部分事故是非机动车引起的。,FAVOR
2600,深圳禁摩限电,支持！限摩限电是深圳很多年前就有的政策了 最近那些摩托车又冒出来 你守规矩就算了 但是管你红灯绿灯逆行不逆行的往前冲 实在太不安全了 走路也怕他们坐车上也怕他们 对实在有需要的行业设定相关的法规就好了……,FAVOR
2601,深圳禁摩限电,禁摩限电，它们拦抓别人的爱车，卖了再买，开着6万元的车，它们的口号是抓车卖钱，用钱买车。只许自己点灯，不许别人点火。,AGAINST
2602,深圳禁摩限电,#交通安全古诗# 一人一句：但使龙城飞将在，开车请系安全带,NONE
2603,深圳禁摩限电,【电动车被禁 深圳交警:自行车步行也可以 ！国家不生产摩托车和电摩不就行啦！对它们太失望了！！！！,AGAINST
2604,深圳禁摩限电,深圳的政策没有多大的问题，限电是规范化管理，减少数量，并非全部淘汰，引来的批评声，只是在关注某批特定人群，没有从深圳全局来考虑，真要讨论，深圳也不是牺牲品，而是全国，禁摩是否对的？在公交地铁发达的城市，禁摩应该是要实施的 ,FAVOR
2605,深圳禁摩限电,电动车_电动自行车_电动摩托车_电摩_酷车_新功电动车厂家_- 深圳新功之星科技有限公司 http://t.cn/RwDixH9,AGAINST
2606,深圳禁摩限电,【一周图片精选【第328期】2016.4.2-4.8】这一周，希腊当局遣返大批难民，巴基斯坦白沙瓦发生洪灾，印度遭遇高温天气，日本全面进入樱花季，中国民众迎来清明小长假，深圳实施史上最严“禁摩限电”令，北京和颐酒店发生女生遭劫持事件。【不相信有两万六千名学员】 http://t.cn/Rqt1NWI,NONE
2607,深圳禁摩限电,邵阳日报电子版_2016-04-02_要闻_满怀豪情开启全面小康建设新征程 邵阳这几年确实发展得不错，特别是禁摩限电和创卫工作启动以来，城市变化显著，市民有切身感受，幸福指数提高。相信邵阳在新书记新市长领导下，一定能取得更大成绩，实现更大发展，更好造福邵阳人民！ http://t.cn/RqpxLfL,FAVOR
2608,深圳禁摩限电,#深圳禁摩限电# 持续进行中,NONE
2609,深圳禁摩限电,禁摩限电 不是很好嘛，干吗反对。 ,FAVOR
2610,深圳禁摩限电,禁可以，但不要每次都特么不去做解决问题的方法，什么都是一刀切，这就是懒政。 ,AGAINST
2611,深圳禁摩限电,#治理拥堵#禁摩限电是增加拥堵的措施，说治理拥堵，又禁摩限电，如同一个人又要快跑，又要把两条腿缠绕起来一样愚蠢可笑。因为治理拥堵需要减少汽车上路总量，而禁摩限电是逼着人们放下节能环保，快捷方便的电动车，而开汽车上路。正确的方法是：给电动车正名上牌，登记信誉记录，抓拍违章及时处理。,AGAINST
2612,深圳禁摩限电,电动车泛滥的上梅林地铁站有人管么？ ,FAVOR
2613,深圳禁摩限电,深圳曾经是改革开放的窗口，今天在新经济形势下又来到一个新窗口，我们希望深圳能够再次贡献改革的智慧，为电动自行车的未来探出一条明路。『媒体:深圳禁摩限电有法律依据吗_手机新浪网』http://t.cn/RqLdlag,NONE
2614,深圳禁摩限电,这丫太会玩儿了“我知道为何全国各大城市为何要禁摩限电了”Shares work of Flash Show user @全球微博搞笑排行榜精选. Let's watch it~|秒拍视频 (Recorded with #Flash Show#),FAVOR
2615,深圳禁摩限电,"#深圳禁摩限电# 不知道规范只知道限制,这就是治理水平,因官员大量腐败,所以要公开官员财产,口号喊了多少年也没动静,还是对付百姓的政策出台的快啊",AGAINST
2616,深圳禁摩限电,【媒体三问深圳禁摩限电：有法律依据吗？】 还是那句在中国任何地方禁电动车都是罪人。丝毫不能解决问题，只能是制造矛盾，激起民愤。 http://t.cn/RqLnDyQ,AGAINST
2617,深圳禁摩限电,禁摩不是办法，但是可以加强管理，设计生产上限制两轮车最高时速不超15公里，管理上严惩违反交通规则的行为：比如超速，不按车道行驶，闯红灯，超载，，等,AGAINST
2618,深圳禁摩限电,只能说明深圳的猪头官真多，应该把这些猪头官放到南海去管管美国的航母和驱逐舰。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 ,AGAINST
2619,深圳禁摩限电,本帖最后由 摸摸 于 2016-4-7 18:28 编辑 面对深圳禁摩限电，央视有话说。央视记者通过暗访发现有人在各大网站公然兜售 http://t.cn/RqtL0wL http://t.cn/Rq5ytWP深圳交警 你们对这事怎么看,NONE
2620,深圳禁摩限电,禁摩限电是蔑视弱势群体权益的懒政行为！禁摩限电是深圳之耻！ ,AGAINST
2621,深圳禁摩限电,这是什么情况？说好的禁摩限电呢？双龙地铁站一大堆电单车在拉客，这两个交警干嘛的？@hugo的一些事一些情 @阿智的一些事一些情 @广东台今日关注 @黄耀敏 @深圳新闻网 @深圳交警 @主持人悟空,FAVOR
2622,深圳禁摩限电,转发！所谓的人民政府就可以不听取百姓意见？想干什么就干什么？暴力执法一刀切等同土匪抢劫。“拉客和摆摊人员的增多是城市失业人口增加的标志。建议治理宜疏不宜堵。说实话，给1000亿美金给非洲那群铁公鸡，能救活无数中国企业了。『媒体:深圳禁摩限电有法律依据吗_手机新浪网』http://t.cn/RqLdlag,AGAINST
2623,深圳禁摩限电,【深圳禁摩限电对准餐饮业:只可自行车送外卖】深圳“禁摩限电”目前已经进入第三周。昨日，执法行动查扣了非法营运三轮车、摩托车、电动自行车共计1001辆，拘留无证78人。外卖行业的超标电动车，也被列入执法对象范围内。民警表示，外卖行业多为短途运送，需使用自行车遵规行驶。http://t.cn/RqbF3gA,FAVOR
2624,深圳禁摩限电,#深圳禁摩限电#why not,FAVOR
2625,深圳禁摩限电,深圳限电摩了吗？ 好像没有吧 ！  科技园南区，早上10点不到一点，就10来分钟路面看到的。  改装车，走快车道，逆行，闯红灯，，不一而足。 @深圳交警,FAVOR
2626,深圳禁摩限电,深圳“禁摩限电”力度极大，很坚决！青岛啥时候也能好好管管黑“摩的”！每年，“残疾人车”这种黑“摩的”，坑了多少来青岛的游客！太损害青岛形象。真的应该好好管一下！,FAVOR
2627,深圳禁摩限电,你们没有生活在这个城市是体会不到 电动车毫无规矩 开电摩载客的素质极差 开得很快还到处乱窜 有时候过马路走在路上都怕被他们撞了//新浪网友:乱是因为交警没规范管理，而不是禁，中国，到今天还有一大群猪脑袋。//【深圳禁行摩托车限制电动车 首日拘留三百余人】 http://t.cn/RGsbwI2,FAVOR
2628,深圳禁摩限电,呵呵，典型的你弱你有理，城市本来就是要禁摩，逆道行驶，违规载客，什么玩意 ,FAVOR
2629,深圳禁摩限电,@深圳坪山交警 @深圳交警 #深圳禁摩限电#深圳禁摩限电还在进行吗？@深圳坪山交警 看到了吗？ |深圳·坪山...,FAVOR
2630,深圳禁摩限电,#深圳禁摩限电#印象中这是第二次，上次是哪个城市想不起来了,NONE
2631,深圳禁摩限电,禁摩限电抓三轮后！类似这些物品的用什么交通工具来运输？不要告诉我用货车！因货车基本上没几年就是黄标+禁行、限行！@深圳交警,AGAINST
2632,深圳禁摩限电,他们开的是电摩好嘛。充电的。不是加油的。没声音的//【深圳宝马男疑酒驾撞死人逃逸 称:他没救了多少钱我赔】 http://t.cn/RLpNUHy,
2633,深圳禁摩限电,深圳市和广州市的禁摩限电简直是卑鄙无耻！什么治堵，管治安。他们眼瞎，如果这些开电动车的，有1/3全换成破面包，难道路就不塞了吗？ 现在面包车抢劫偷窃的事件多得很，是不是要限制面包车啊？ 以禁代管，卑鄙无耻，无视底层百姓，无视民生！ ,AGAINST
2634,深圳禁摩限电,对深圳禁摩限电一事，骂声一片。政策出台的太草率了，给老百姓带来了诸多的不便。,AGAINST
2635,深圳禁摩限电,#深圳禁摩限电##井柏然影版肖奈#  健康出行，明明脚踏车也可以很帅啊,FAVOR
2636,深圳禁摩限电,深圳禁摩限电对准餐饮业:只可自行车送外卖 相信这些规则制定者没吃过外卖，骑自行车送外卖不要说送到还能不能是热的，就只是来回晃好好的饭都会变成折箩。人类的进步就因为当权者不想管理，硬逼着人类要退回原始社会，靠人力运输而不是机器。朱门酒肉臭，路有冻死骨。 http://t.cn/RqbF3gA,AGAINST
2637,深圳禁摩限电,深圳“禁摩限电”运动中，有政府机构对查处非法营运车辆加以奖励。深圳龙华新区下令奖励查处非法营运车辆，深圳交警局表示确有此事，但奖金并非由交警部门发放，资金来源尚不清楚,NONE
2638,深圳禁摩限电,这才是真正的女汉子！看得好解气！干得漂亮！ |秒拍视频,
2639,深圳禁摩限电,【快递专用电动三轮车或实行国家强制标准】深圳“禁摩限电”波及快递业后，国家标准的《快递专用电动三轮车技术要求》目前正对外征求意见，意见稿不但对快递专用电动三轮车的车高、车长等做了规范，而且对车速、启动和载重做了限制。http://t.cn/RqMk0vU,NONE
2640,深圳禁摩限电,昨天，有网友发了一组展示深圳禁摩禁电场景的照片，我转发了，但深圳交警认为这些照片不是发生在深圳的。若是，最好。,NONE
2641,深圳禁摩限电,北京、深圳禁电禁摩：逼着买汽车呗，多简单的事儿。楼房卖不出，是因为有钱的都买了。没钱的还是买不起。那高呀，交通工具我都不给你用了，乖乖买汽车增加鸡弟屁吧 ,AGAINST
2642,深圳禁摩限电,#深圳禁摩限电# 一个城市如果充许摩托车与电动车泛滥式发展，城市道路至少要四分：1、机动车道；2、摩托车与电动车道；3、自行车道；4、行人道（包括盲道）。深圳选择禁摩限电，道路三分即可，是符合深圳这个城市的实际情况及发展需要的，一是城市交通效率得到提高，二是出行安全得到保障。未禁摩限电,AGAINST
2643,深圳禁摩限电,【“禁电禁摩”可否等一等民生脚步】深圳“禁摩禁电”引发的热议尚未平息，北京“禁电禁摩”的动作又出，很显然，两地实施禁电禁摩的理由均无二致，皆是因绝大部分电动车超出“国标”和造成的交通伤亡事故频发所致，实施的目的显然是为维护道路交通秩序和保障市民群众的出行安全。,FAVOR
2644,深圳禁摩限电,禁摩限电 ！ 生活来之不易，哪个生活富裕点的会开着电车搭着一家大小跑 ？,AGAINST
2645,深圳禁摩限电,严查“渉摩涉电”各类违法行为，重点查处摩托车无证驾驶、冲禁令、无号牌、非法营运和利用摩托车实施飞车抢夺等违法犯罪行为，对电动自行车非法营运、进入限行路段、违反规定载人载物及作为作案工具等违法犯罪行为也将一并查处。 ,FAVOR
2646,深圳禁摩限电,深圳禁摩限电再一次颠覆我的价值观，我无法面对以后的工作！,AGAINST
2647,深圳禁摩限电,能不能用牛车啊？悲哀！时代在退步//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED,AGAINST
2648,深圳禁摩限电,解决问题的方法是疏不是堵。从交通状况来看，汽车所造成的的拥挤状况远大于摩的，三轮；从环保的角度来看，电车更有利于环境的维护；从人性化的角度讲，有那闲钱买车开车的还需要大雨天大雪天的赶着送快件吗？爱这座城市就请先让这座城市的人能好好地生存下去吧。,AGAINST
2649,深圳禁摩限电,#深圳禁摩限电# 对快递业、邮政什么的，可网开一面，根据企业纳税额度核发摩托车用于业务，再严格管理就是，毕竟快递业算是现代物流业里面的基础建设，公共事业的性质还是有一点的，他的存在减少了许多外出购物的车辆出行，也算是贡献吧。,FAVOR
